area A	area B	AG0/AG0	AG0/AG1	AG0/AG2	AG1/AG0	AG1/AG1	AG1/AG2	AG2/AG0	AG2/AG1	AG2/AG2
0	22	0.000118661	3.17835e-05	2.32111e-06	3.45124e-05	6.24741e-05	5.05347e-06	1.08355e-05	2.60019e-05	2.65979e-05
0	23	5.45517e-05	1.46117e-05	1.06708e-06	1.58663e-05	2.87211e-05	2.32322e-06	4.98139e-06	1.19538e-05	1.22278e-05
0	24	2.29327e-05	6.14255e-06	4.48582e-07	6.66995e-06	1.20739e-05	9.76644e-07	2.0941e-06	5.02519e-06	5.14037e-06
0	25	9.20303e-06	2.46504e-06	1.80019e-07	2.67669e-06	4.84533e-06	3.91933e-07	8.40376e-07	2.01664e-06	2.06286e-06
0	26	3.59715e-06	9.63501e-07	7.03632e-08	1.04623e-06	1.89387e-06	1.53193e-07	3.28474e-07	7.88236e-07	8.06303e-07
0	27	1.38346e-06	3.70562e-07	2.70616e-08	4.02378e-07	7.28382e-07	5.89181e-08	1.26331e-07	3.03155e-07	3.10104e-07
0	28	5.26495e-07	1.41022e-07	1.02987e-08	1.5313e-07	2.77196e-07	2.24221e-08	4.80769e-08	1.1537e-07	1.18014e-07
0	29	1.98921e-07	5.32813e-08	3.89106e-09	5.7856e-08	1.04731e-07	8.47155e-09	1.81645e-08	4.35892e-08	4.45883e-08
0	30	9.99529e-05	2.67725e-05	1.95516e-06	2.90712e-05	5.26245e-05	4.25674e-06	9.12721e-06	2.19025e-05	2.24045e-05
0	31	8.49804e-05	2.27621e-05	1.66229e-06	2.47165e-05	4.47415e-05	3.6191e-06	7.75999e-06	1.86216e-05	1.90484e-05
0	32	5.45517e-05	1.46117e-05	1.06708e-06	1.58663e-05	2.87211e-05	2.32322e-06	4.98139e-06	1.19538e-05	1.22278e-05
0	33	2.88485e-05	7.72711e-06	5.643e-07	8.39056e-06	1.51885e-05	1.22858e-06	2.6343e-06	6.32151e-06	6.46641e-06
0	34	1.35272e-05	3.62327e-06	2.64602e-07	3.93436e-06	7.12195e-06	5.76087e-07	1.23523e-06	2.96418e-06	3.03212e-06
0	35	5.89289e-06	1.57842e-06	1.1527e-07	1.71394e-06	3.10256e-06	2.50963e-07	5.3811e-07	1.2913e-06	1.32089e-06
0	36	2.45099e-06	6.565e-07	4.79433e-08	7.12867e-07	1.29043e-06	1.04381e-07	2.23812e-07	5.3708e-07	5.4939e-07
0	37	9.88987e-07	2.64902e-07	1.93454e-08	2.87646e-07	5.20694e-07	4.21184e-08	9.03095e-08	2.16715e-07	2.21682e-07
0	38	3.90899e-07	1.04703e-07	7.6463e-09	1.13693e-07	2.05805e-07	1.66474e-08	3.5695e-08	8.56569e-08	8.76202e-08
0	39	1.52265e-07	4.07843e-08	2.97842e-09	4.4286e-08	8.01662e-08	6.48456e-09	1.39041e-08	3.33655e-08	3.41302e-08
0	40	3.67705e-05	9.84903e-06	7.19261e-07	1.06947e-05	1.93594e-05	1.56596e-06	3.3577e-06	8.05745e-06	8.24213e-06
0	41	3.25114e-05	8.70822e-06	6.35949e-07	9.4559e-06	1.7117e-05	1.38458e-06	2.96878e-06	7.12415e-06	7.28744e-06
0	42	2.29327e-05	6.14255e-06	4.48582e-07	6.66995e-06	1.20739e-05	9.76644e-07	2.0941e-06	5.02519e-06	5.14037e-06
0	43	1.35272e-05	3.62327e-06	2.64602e-07	3.93436e-06	7.12195e-06	5.76087e-07	1.23523e-06	2.96418e-06	3.03212e-06
0	44	7.01355e-06	1.87859e-06	1.37191e-07	2.03988e-06	3.69258e-06	2.98689e-07	6.40443e-07	1.53687e-06	1.57209e-06
0	45	3.32534e-06	8.90697e-07	6.50463e-08	9.67171e-07	1.75077e-06	1.41618e-07	3.03654e-07	7.28675e-07	7.45376e-07
0	46	1.4823e-06	3.97037e-07	2.8995e-08	4.31126e-07	7.80421e-07	6.31274e-08	1.35357e-07	3.24814e-07	3.32259e-07
0	47	6.32826e-07	1.69503e-07	1.23786e-08	1.84057e-07	3.33178e-07	2.69504e-08	5.77866e-08	1.3867e-07	1.41848e-07
0	48	2.61956e-07	7.01654e-08	5.12408e-09	7.61898e-08	1.37918e-07	1.11561e-08	2.39206e-08	5.7402e-08	5.87177e-08
0	49	1.06017e-07	2.83967e-08	2.07377e-09	3.08348e-08	5.5817e-08	4.51498e-09	9.68093e-09	2.32312e-08	2.37637e-08
0	50	1.35272e-05	3.62327e-06	2.64602e-07	3.93436e-06	7.12195e-06	5.76087e-07	1.23523e-06	2.96418e-06	3.03212e-06
0	51	1.22519e-05	3.28168e-06	2.39657e-07	3.56345e-06	6.45052e-06	5.21776e-07	1.11878e-06	2.68473e-06	2.74627e-06
0	52	9.20303e-06	2.46504e-06	1.80019e-07	2.67669e-06	4.84533e-06	3.91933e-07	8.40376e-07	2.01664e-06	2.06286e-06
0	53	5.89289e-06	1.57842e-06	1.1527e-07	1.71394e-06	3.10256e-06	2.50963e-07	5.3811e-07	1.2913e-06	1.32089e-06
0	54	3.32534e-06	8.90697e-07	6.50463e-08	9.67171e-07	1.75077e-06	1.41618e-07	3.03654e-07	7.28675e-07	7.45376e-07
0	55	1.70511e-06	4.56717e-07	3.33534e-08	4.9593e-07	8.97729e-07	7.26163e-08	1.55703e-07	3.73638e-07	3.82202e-07
0	56	8.14199e-07	2.18084e-07	1.59264e-08	2.36809e-07	4.2867e-07	3.46746e-08	7.43487e-08	1.78414e-07	1.82503e-07
0	57	3.68753e-07	9.8771e-08	7.21311e-09	1.07251e-07	1.94146e-07	1.57042e-08	3.36727e-08	8.08041e-08	8.26562e-08
0	58	1.60529e-07	4.29978e-08	3.14007e-09	4.66896e-08	8.45171e-08	6.8365e-09	1.46587e-08	3.51763e-08	3.59826e-08
0	59	6.78177e-08	1.81651e-08	1.32657e-09	1.97247e-08	3.57055e-08	2.88818e-09	6.19279e-09	1.48608e-08	1.52014e-08
0	60	4.97635e-06	1.33292e-06	9.73415e-08	1.44737e-06	2.62001e-06	2.1193e-07	4.54416e-07	1.09046e-06	1.11545e-06
0	61	4.58108e-06	1.22705e-06	8.96096e-08	1.3324e-06	2.4119e-06	1.95096e-07	4.18322e-07	1.00384e-06	1.02685e-06
0	62	3.59715e-06	9.63501e-07	7.03632e-08	1.04623e-06	1.89387e-06	1.53193e-07	3.28474e-07	7.88236e-07	8.06303e-07
0	63	2.45099e-06	6.565e-07	4.79433e-08	7.12867e-07	1.29043e-06	1.04381e-07	2.23812e-07	5.3708e-07	5.4939e-07
0	64	1.4823e-06	3.97037e-07	2.8995e-08	4.31126e-07	7.80421e-07	6.31274e-08	1.35357e-07	3.24814e-07	3.32259e-07
0	65	8.14199e-07	2.18084e-07	1.59264e-08	2.36809e-07	4.2867e-07	3.46746e-08	7.43487e-08	1.78414e-07	1.82503e-07
0	66	4.14541e-07	1.11035e-07	8.10875e-09	1.20569e-07	2.18253e-07	1.76542e-08	3.78538e-08	9.08375e-08	9.29195e-08
0	67	1.98921e-07	5.32813e-08	3.89106e-09	5.7856e-08	1.04731e-07	8.47155e-09	1.81645e-08	4.35892e-08	4.45883e-08
0	68	9.11451e-08	2.44134e-08	1.78287e-09	2.65095e-08	4.79872e-08	3.88164e-09	8.32293e-09	1.99725e-08	2.04302e-08
0	69	4.02778e-08	1.07885e-08	7.87867e-10	1.17148e-08	2.1206e-08	1.71533e-09	3.67797e-09	8.82599e-09	9.02829e-09
0	70	1.8307e-06	4.90356e-07	3.581e-08	5.32457e-07	9.6385e-07	7.79648e-08	1.67171e-07	4.01158e-07	4.10352e-07
0	71	1.70511e-06	4.56717e-07	3.33534e-08	4.9593e-07	8.97729e-07	7.26163e-08	1.55703e-07	3.73638e-07	3.82202e-07
0	72	1.38346e-06	3.70562e-07	2.70616e-08	4.02378e-07	7.28382e-07	5.89181e-08	1.26331e-07	3.03155e-07	3.10104e-07
0	73	9.88987e-07	2.64902e-07	1.93454e-08	2.87646e-07	5.20694e-07	4.21184e-08	9.03095e-08	2.16715e-07	2.21682e-07
0	74	6.32826e-07	1.69503e-07	1.23786e-08	1.84057e-07	3.33178e-07	2.69504e-08	5.77866e-08	1.3867e-07	1.41848e-07
0	75	3.68753e-07	9.8771e-08	7.21311e-09	1.07251e-07	1.94146e-07	1.57042e-08	3.36727e-08	8.08041e-08	8.26562e-08
0	76	1.98921e-07	5.32813e-08	3.89106e-09	5.7856e-08	1.04731e-07	8.47155e-09	1.81645e-08	4.35892e-08	4.45883e-08
0	77	1.00782e-07	2.69946e-08	1.97137e-09	2.93123e-08	5.30609e-08	4.29204e-09	9.20291e-09	2.20841e-08	2.25903e-08
0	78	4.85361e-08	1.30005e-08	9.49406e-10	1.41167e-08	2.55539e-08	2.06703e-09	4.43208e-09	1.06356e-08	1.08794e-08
0	79	2.24368e-08	6.00973e-09	4.38882e-10	6.52572e-09	1.18128e-08	9.55526e-10	2.04882e-09	4.91653e-09	5.02922e-09
0	80	6.73478e-07	1.80392e-07	1.31738e-08	1.9588e-07	3.54581e-07	2.86817e-08	6.14987e-08	1.47578e-07	1.5096e-07
0	81	6.32826e-07	1.69503e-07	1.23786e-08	1.84057e-07	3.33178e-07	2.69504e-08	5.77866e-08	1.3867e-07	1.41848e-07
0	82	5.26495e-07	1.41022e-07	1.02987e-08	1.5313e-07	2.77196e-07	2.24221e-08	4.80769e-08	1.1537e-07	1.18014e-07
0	83	3.90899e-07	1.04703e-07	7.6463e-09	1.13693e-07	2.05805e-07	1.66474e-08	3.5695e-08	8.56569e-08	8.76202e-08
0	84	2.61956e-07	7.01654e-08	5.12408e-09	7.61898e-08	1.37918e-07	1.11561e-08	2.39206e-08	5.7402e-08	5.87177e-08
0	85	1.60529e-07	4.29978e-08	3.14007e-09	4.66896e-08	8.45171e-08	6.8365e-09	1.46587e-08	3.51763e-08	3.59826e-08
0	86	9.11451e-08	2.44134e-08	1.78287e-09	2.65095e-08	4.79872e-08	3.88164e-09	8.32293e-09	1.99725e-08	2.04302e-08
0	87	4.85361e-08	1.30005e-08	9.49406e-10	1.41167e-08	2.55539e-08	2.06703e-09	4.43208e-09	1.06356e-08	1.08794e-08
0	88	2.45018e-08	6.56285e-09	4.79276e-10	7.12633e-09	1.29e-08	1.04347e-09	2.23739e-09	5.36904e-09	5.4921e-09
0	89	1.18326e-08	3.16938e-09	2.31456e-10	3.4415e-09	6.22978e-09	5.0392e-10	1.0805e-09	2.59286e-09	2.65229e-09
0	90	2.47759e-07	6.63625e-08	4.84636e-09	7.20604e-08	1.30443e-07	1.05514e-08	2.26241e-08	5.42909e-08	5.55352e-08
0	91	2.3441e-07	6.27871e-08	4.58525e-09	6.81779e-08	1.23415e-07	9.98292e-09	2.14052e-08	5.13658e-08	5.25432e-08
0	92	1.98921e-07	5.32813e-08	3.89106e-09	5.7856e-08	1.04731e-07	8.47155e-09	1.81645e-08	4.35892e-08	4.45883e-08
0	93	1.52265e-07	4.07843e-08	2.97842e-09	4.4286e-08	8.01662e-08	6.48456e-09	1.39041e-08	3.33655e-08	3.41302e-08
0	94	1.06017e-07	2.83967e-08	2.07377e-09	3.08348e-08	5.5817e-08	4.51498e-09	9.68093e-09	2.32312e-08	2.37637e-08
0	95	6.78177e-08	1.81651e-08	1.32657e-09	1.97247e-08	3.57055e-08	2.88818e-09	6.19279e-09	1.48608e-08	1.52014e-08
0	96	4.02778e-08	1.07885e-08	7.87867e-10	1.17148e-08	2.1206e-08	1.71533e-09	3.67797e-09	8.82599e-09	9.02829e-09
0	97	2.24368e-08	6.00973e-09	4.38882e-10	6.52572e-09	1.18128e-08	9.55526e-10	2.04882e-09	4.91653e-09	5.02922e-09
0	98	1.18326e-08	3.16938e-09	2.31456e-10	3.4415e-09	6.22978e-09	5.0392e-10	1.0805e-09	2.59286e-09	2.65229e-09
0	99	5.95679e-09	1.59553e-09	1.1652e-10	1.73253e-09	3.13621e-09	2.53684e-10	5.43945e-10	1.3053e-09	1.33522e-09
1	1	0.00158635	0.000424907	3.10304e-05	0.000461389	0.000835203	6.75587e-05	0.000144858	0.000347614	0.000355582
1	2	0.000583586	0.000156314	1.14154e-05	0.000169735	0.000307254	2.48534e-05	5.32902e-05	0.00012788	0.000130811
1	3	0.000214689	5.75048e-05	4.19949e-06	6.24421e-05	0.000113032	9.14306e-06	1.96044e-05	4.70444e-05	4.81227e-05
1	4	7.89799e-05	2.11549e-05	1.54491e-06	2.29712e-05	4.15823e-05	3.36355e-06	7.21206e-06	1.73067e-05	1.77034e-05
1	5	2.9055e-05	7.78243e-06	5.6834e-07	8.45062e-06	1.52972e-05	1.23738e-06	2.65316e-06	6.36677e-06	6.5127e-06
1	6	1.06888e-05	2.863e-06	2.09081e-07	3.10882e-06	5.62756e-06	4.55207e-07	9.76046e-07	2.34221e-06	2.39589e-06
1	7	3.93217e-06	1.05324e-06	7.69165e-08	1.14367e-06	2.07026e-06	1.67461e-07	3.59067e-07	8.61649e-07	8.81399e-07
1	8	1.44657e-06	3.87465e-07	2.8296e-08	4.20732e-07	7.61607e-07	6.16056e-08	1.32093e-07	3.16983e-07	3.24249e-07
1	9	5.32163e-07	1.42541e-07	1.04095e-08	1.54779e-07	2.8018e-07	2.26634e-08	4.85945e-08	1.16612e-07	1.19285e-07
1	10	0.000385669	0.000103302	7.54401e-06	0.000112172	0.000203052	1.64247e-05	3.52174e-05	8.4511e-05	8.6448e-05
1	11	0.000583586	0.000156314	1.14154e-05	0.000169735	0.000307254	2.48534e-05	5.32902e-05	0.00012788	0.000130811
1	12	0.000385669	0.000103302	7.54401e-06	0.000112172	0.000203052	1.64247e-05	3.52174e-05	8.4511e-05	8.6448e-05
1	13	0.000169546	4.54132e-05	3.31646e-06	4.93123e-05	8.92648e-05	7.22054e-06	1.54821e-05	3.71523e-05	3.80039e-05
1	14	6.7149e-05	1.7986e-05	1.31349e-06	1.95302e-05	3.53535e-05	2.85971e-06	6.13172e-06	1.47142e-05	1.50515e-05
1	15	2.56896e-05	6.88099e-06	5.02509e-07	7.47178e-06	1.35254e-05	1.09405e-06	2.34585e-06	5.6293e-06	5.75833e-06
1	16	9.68108e-06	2.59309e-06	1.8937e-07	2.81573e-06	5.09702e-06	4.12292e-07	8.84029e-07	2.1214e-06	2.17002e-06
1	17	3.61984e-06	9.69578e-07	7.08069e-08	1.05283e-06	1.90582e-06	1.54159e-07	3.30546e-07	7.93207e-07	8.11388e-07
1	18	1.34733e-06	3.60884e-07	2.63549e-08	3.9187e-07	7.0936e-07	5.73794e-08	1.23032e-07	2.95238e-07	3.02005e-07
1	19	5.00041e-07	1.33937e-07	9.7812e-09	1.45436e-07	2.63268e-07	2.12954e-08	4.56613e-08	1.09573e-07	1.12084e-07
1	20	0.000169546	4.54132e-05	3.31646e-06	4.93123e-05	8.92648e-05	7.22054e-06	1.54821e-05	3.71523e-05	3.80039e-05
1	21	0.000214689	5.75048e-05	4.19949e-06	6.24421e-05	0.000113032	9.14306e-06	1.96044e-05	4.70444e-05	4.81227e-05
1	22	0.000169546	4.54132e-05	3.31646e-06	4.93123e-05	8.92648e-05	7.22054e-06	1.54821e-05	3.71523e-05	3.80039e-05
1	23	9.37625e-05	2.51144e-05	1.83407e-06	2.72707e-05	4.93653e-05	3.9931e-06	8.56193e-06	2.0546e-05	2.10169e-05
1	24	4.31052e-05	1.15458e-05	8.43172e-07	1.25371e-05	2.26946e-05	1.83574e-06	3.93615e-06	9.44555e-06	9.66205e-06
1	25	1.81208e-05	4.85367e-06	3.54457e-07	5.2704e-06	9.54044e-06	7.71716e-07	1.6547e-06	3.97076e-06	4.06178e-06
1	26	7.27197e-06	1.94781e-06	1.42246e-07	2.11504e-06	3.82864e-06	3.09694e-07	6.64041e-07	1.59349e-06	1.63002e-06
1	27	2.84236e-06	7.61331e-07	5.5599e-08	8.26699e-07	1.49648e-06	1.21049e-07	2.59551e-07	6.22842e-07	6.37117e-07
1	28	1.09317e-06	2.92808e-07	2.13833e-08	3.17948e-07	5.75547e-07	4.65554e-08	9.98231e-08	2.39545e-07	2.45035e-07
1	29	4.16021e-07	1.11432e-07	8.13771e-09	1.20999e-07	2.19032e-07	1.77173e-08	3.7989e-08	9.11619e-08	9.32513e-08
1	30	6.7149e-05	1.7986e-05	1.31349e-06	1.95302e-05	3.53535e-05	2.85971e-06	6.13172e-06	1.47142e-05	1.50515e-05
1	31	7.89799e-05	2.11549e-05	1.54491e-06	2.29712e-05	4.15823e-05	3.36355e-06	7.21206e-06	1.73067e-05	1.77034e-05
1	32	6.7149e-05	1.7986e-05	1.31349e-06	1.95302e-05	3.53535e-05	2.85971e-06	6.13172e-06	1.47142e-05	1.50515e-05
1	33	4.31052e-05	1.15458e-05	8.43172e-07	1.25371e-05	2.26946e-05	1.83574e-06	3.93615e-06	9.44555e-06	9.66205e-06
1	34	2.27953e-05	6.10574e-06	4.45894e-07	6.62998e-06	1.20015e-05	9.70791e-07	2.08155e-06	4.99508e-06	5.10957e-06
1	35	1.06888e-05	2.863e-06	2.09081e-07	3.10882e-06	5.62756e-06	4.55207e-07	9.76046e-07	2.34221e-06	2.39589e-06
1	36	4.65639e-06	1.24722e-06	9.10828e-08	1.35431e-06	2.45156e-06	1.98304e-07	4.25199e-07	1.02035e-06	1.04373e-06
1	37	1.9367e-06	5.18748e-07	3.78834e-08	5.63287e-07	1.01966e-06	8.2479e-08	1.7685e-07	4.24385e-07	4.34112e-07
1	38	7.81469e-07	2.09318e-07	1.52862e-08	2.2729e-07	4.11438e-07	3.32808e-08	7.136e-08	1.71242e-07	1.75167e-07
1	39	3.08877e-07	8.27332e-08	6.04189e-09	8.98366e-08	1.62622e-07	1.31543e-08	2.82052e-08	6.76836e-08	6.9235e-08
1	40	2.56896e-05	6.88099e-06	5.02509e-07	7.47178e-06	1.35254e-05	1.09405e-06	2.34585e-06	5.6293e-06	5.75833e-06
1	41	2.9055e-05	7.78243e-06	5.6834e-07	8.45062e-06	1.52972e-05	1.23738e-06	2.65316e-06	6.36677e-06	6.5127e-06
1	42	2.56896e-05	6.88099e-06	5.02509e-07	7.47178e-06	1.35254e-05	1.09405e-06	2.34585e-06	5.6293e-06	5.75833e-06
1	43	1.81208e-05	4.85367e-06	3.54457e-07	5.2704e-06	9.54044e-06	7.71716e-07	1.6547e-06	3.97076e-06	4.06178e-06
1	44	1.06888e-05	2.863e-06	2.09081e-07	3.10882e-06	5.62756e-06	4.55207e-07	9.76046e-07	2.34221e-06	2.39589e-06
1	45	5.54191e-06	1.48441e-06	1.08404e-07	1.61186e-06	2.91777e-06	2.36016e-07	5.0606e-07	1.21439e-06	1.24222e-06
1	46	2.62759e-06	7.03803e-07	5.13978e-08	7.64231e-07	1.38341e-06	1.11902e-07	2.39938e-07	5.75778e-07	5.88975e-07
1	47	1.17127e-06	3.13727e-07	2.2911e-08	3.40663e-07	6.16666e-07	4.98815e-08	1.06955e-07	2.56659e-07	2.62541e-07
1	48	5.00041e-07	1.33937e-07	9.7812e-09	1.45436e-07	2.63268e-07	2.12954e-08	4.56613e-08	1.09573e-07	1.12084e-07
1	49	2.06991e-07	5.54427e-08	4.0489e-09	6.0203e-08	1.08979e-07	8.81519e-09	1.89014e-08	4.53574e-08	4.6397e-08
1	50	9.68108e-06	2.59309e-06	1.8937e-07	2.81573e-06	5.09702e-06	4.12292e-07	8.84029e-07	2.1214e-06	2.17002e-06
1	51	1.06888e-05	2.863e-06	2.09081e-07	3.10882e-06	5.62756e-06	4.55207e-07	9.76046e-07	2.34221e-06	2.39589e-06
1	52	9.68108e-06	2.59309e-06	1.8937e-07	2.81573e-06	5.09702e-06	4.12292e-07	8.84029e-07	2.1214e-06	2.17002e-06
1	53	7.27197e-06	1.94781e-06	1.42246e-07	2.11504e-06	3.82864e-06	3.09694e-07	6.64041e-07	1.59349e-06	1.63002e-06
1	54	4.65639e-06	1.24722e-06	9.10828e-08	1.35431e-06	2.45156e-06	1.98304e-07	4.25199e-07	1.02035e-06	1.04373e-06
1	55	2.62759e-06	7.03803e-07	5.13978e-08	7.64231e-07	1.38341e-06	1.11902e-07	2.39938e-07	5.75778e-07	5.88975e-07
1	56	1.34733e-06	3.60884e-07	2.63549e-08	3.9187e-07	7.0936e-07	5.73794e-08	1.23032e-07	2.95238e-07	3.02005e-07
1	57	6.43357e-07	1.72324e-07	1.25846e-08	1.8712e-07	3.38722e-07	2.73989e-08	5.87482e-08	1.40977e-07	1.44209e-07
1	58	2.91378e-07	7.80461e-08	5.69959e-09	8.4747e-08	1.53408e-07	1.2409e-08	2.66072e-08	6.38491e-08	6.53126e-08
1	59	1.26845e-07	3.39756e-08	2.48119e-09	3.68928e-08	6.6783e-08	5.40201e-09	1.15829e-08	2.77953e-08	2.84324e-08
1	60	3.61984e-06	9.69578e-07	7.08069e-08	1.05283e-06	1.90582e-06	1.54159e-07	3.30546e-07	7.93207e-07	8.11388e-07
1	61	3.93217e-06	1.05324e-06	7.69165e-08	1.14367e-06	2.07026e-06	1.67461e-07	3.59067e-07	8.61649e-07	8.81399e-07
1	62	3.61984e-06	9.69578e-07	7.08069e-08	1.05283e-06	1.90582e-06	1.54159e-07	3.30546e-07	7.93207e-07	8.11388e-07
1	63	2.84236e-06	7.61331e-07	5.5599e-08	8.26699e-07	1.49648e-06	1.21049e-07	2.59551e-07	6.22842e-07	6.37117e-07
1	64	1.9367e-06	5.18748e-07	3.78834e-08	5.63287e-07	1.01966e-06	8.2479e-08	1.7685e-07	4.24385e-07	4.34112e-07
1	65	1.17127e-06	3.13727e-07	2.2911e-08	3.40663e-07	6.16666e-07	4.98815e-08	1.06955e-07	2.56659e-07	2.62541e-07
1	66	6.43357e-07	1.72324e-07	1.25846e-08	1.8712e-07	3.38722e-07	2.73989e-08	5.87482e-08	1.40977e-07	1.44209e-07
1	67	3.27558e-07	8.77369e-08	6.4073e-09	9.52699e-08	1.72457e-07	1.39499e-08	2.9911e-08	7.17772e-08	7.34223e-08
1	68	1.57182e-07	4.21014e-08	3.07461e-09	4.57162e-08	8.27551e-08	6.69397e-09	1.43531e-08	3.4443e-08	3.52324e-08
1	69	7.20203e-08	1.92907e-08	1.40878e-09	2.0947e-08	3.79181e-08	3.06716e-09	6.57654e-09	1.57817e-08	1.61434e-08
1	70	1.34733e-06	3.60884e-07	2.63549e-08	3.9187e-07	7.0936e-07	5.73794e-08	1.23032e-07	2.95238e-07	3.02005e-07
1	71	1.44657e-06	3.87465e-07	2.8296e-08	4.20732e-07	7.61607e-07	6.16056e-08	1.32093e-07	3.16983e-07	3.24249e-07
1	72	1.34733e-06	3.60884e-07	2.63549e-08	3.9187e-07	7.0936e-07	5.73794e-08	1.23032e-07	2.95238e-07	3.02005e-07
1	73	1.09317e-06	2.92808e-07	2.13833e-08	3.17948e-07	5.75547e-07	4.65554e-08	9.98231e-08	2.39545e-07	2.45035e-07
1	74	7.81469e-07	2.09318e-07	1.52862e-08	2.2729e-07	4.11438e-07	3.32808e-08	7.136e-08	1.71242e-07	1.75167e-07
1	75	5.00041e-07	1.33937e-07	9.7812e-09	1.45436e-07	2.63268e-07	2.12954e-08	4.56613e-08	1.09573e-07	1.12084e-07
1	76	2.91378e-07	7.80461e-08	5.69959e-09	8.4747e-08	1.53408e-07	1.2409e-08	2.66072e-08	6.38491e-08	6.53126e-08
1	77	1.57182e-07	4.21014e-08	3.07461e-09	4.57162e-08	8.27551e-08	6.69397e-09	1.43531e-08	3.4443e-08	3.52324e-08
1	78	7.96349e-08	2.13303e-08	1.55772e-09	2.31617e-08	4.19272e-08	3.39145e-09	7.27187e-09	1.74502e-08	1.78502e-08
1	79	3.83518e-08	1.02726e-08	7.50193e-10	1.11546e-08	2.0192e-08	1.63331e-09	3.5021e-09	8.40396e-09	8.59658e-09
1	80	5.00041e-07	1.33937e-07	9.7812e-09	1.45436e-07	2.63268e-07	2.12954e-08	4.56613e-08	1.09573e-07	1.12084e-07
1	81	5.32163e-07	1.42541e-07	1.04095e-08	1.54779e-07	2.8018e-07	2.26634e-08	4.85945e-08	1.16612e-07	1.19285e-07
1	82	5.00041e-07	1.33937e-07	9.7812e-09	1.45436e-07	2.63268e-07	2.12954e-08	4.56613e-08	1.09573e-07	1.12084e-07
1	83	4.16021e-07	1.11432e-07	8.13771e-09	1.20999e-07	2.19032e-07	1.77173e-08	3.7989e-08	9.11619e-08	9.32513e-08
1	84	3.08877e-07	8.27332e-08	6.04189e-09	8.98366e-08	1.62622e-07	1.31543e-08	2.82052e-08	6.76836e-08	6.9235e-08
