area1	area2	contact
2	56	0.00165637
2	57	0.000849326
2	58	0.000405557
2	59	0.000183678
2	60	0.00179176
2	61	0.00228186
2	62	0.00247875
2	63	0.00228186
2	64	0.00179176
2	65	0.00122085
2	66	0.000738343
2	67	0.000405557
2	68	0.000206485
2	69	9.90838e-005
2	70	0.00068911
2	71	0.000849326
2	72	0.000911882
2	73	0.000849326
2	74	0.00068911
2	75	0.00049262
2	76	0.000315214
2	77	0.000183678
2	78	9.90838e-005
2	79	5.02e-005
2	80	0.00026225
2	81	0.000315214
2	82	0.000335463
2	83	0.000315214
2	84	0.00026225
2	85	0.000194709
2	86	0.000130482
2	87	7.99602e-005
2	88	4.53999e-005
2	89	2.41761e-005
2	90	9.90838e-005
2	91	0.000116761
2	92	0.00012341
2	93	0.000116761
2	94	9.90838e-005
2	95	7.58439e-005
2	96	5.28075e-005
2	97	3.37804e-005
2	98	2.00626e-005
2	99	1.11759e-005
3	3	1
3	4	0.367879
3	5	0.135335
3	6	0.0497871
3	7	0.0183156
3	8	0.00673795
3	9	0.00247875
3	10	0.0423292
3	11	0.106878
3	12	0.243117
3	13	0.367879
3	14	0.243117
3	15	0.106878
3	16	0.0423292
3	17	0.0161941
3	18	0.00610273
3	19	0.00228186
3	20	0.0271725
3	21	0.0591057
3	22	0.106878
3	23	0.135335
3	24	0.106878
3	25	0.0591057
3	26	0.0271725
3	27	0.0114229
3	28	0.00458408
3	29	0.00179176
3	30	0.0143696
3	31	0.0271725
3	32	0.0423292
3	33	0.0497871
3	34	0.0423292
3	35	0.0271725
3	36	0.0143696
3	37	0.00673795
3	38	0.00293528
3	39	0.00122085
3	40	0.00673795
3	41	0.0114229
3	42	0.0161941
3	43	0.0183156
3	44	0.0161941
3	45	0.0114229
3	46	0.00673795
3	47	0.00349349
3	48	0.00165637
3	49	0.000738343
3	50	0.00293528
3	51	0.00458408
3	52	0.00610273
3	53	0.00673795
3	54	0.00610273
3	55	0.00458408
3	56	0.00293528
3	57	0.00165637
3	58	0.000849326
3	59	0.000405557
3	60	0.00122085
3	61	0.00179176
3	62	0.00228186
3	63	0.00247875
3	64	0.00228186
3	65	0.00179176
3	66	0.00122085
3	67	0.000738343
3	68	0.000405557
3	69	0.000206485
3	70	0.00049262
3	71	0.00068911
3	72	0.000849326
3	73	0.000911882
3	74	0.000849326
3	75	0.00068911
3	76	0.00049262
3	77	0.000315214
3	78	0.000183678
3	79	9.90838e-005
3	80	0.000194709
3	81	0.00026225
3	82	0.000315214
3	83	0.000335463
3	84	0.000315214
3	85	0.00026225
3	86	0.000194709
3	87	0.000130482
3	88	7.99602e-005
3	89	4.53999e-005
3	90	7.58439e-005
3	91	9.90838e-005
3	92	0.000116761
3	93	0.00012341
3	94	0.000116761
3	95	9.90838e-005
3	96	7.58439e-005
3	97	5.28075e-005
3	98	3.37804e-005
3	99	2.00626e-005
4	4	1
4	5	0.367879
4	6	0.135335
4	7	0.0497871
4	8	0.0183156
4	9	0.00673795
4	10	0.0161941
4	11	0.0423292
4	12	0.106878
4	13	0.243117
4	14	0.367879
4	15	0.243117
4	16	0.106878
4	17	0.0423292
4	18	0.0161941
4	19	0.00610273
4	20	0.0114229
4	21	0.0271725
4	22	0.0591057
4	23	0.106878
4	24	0.135335
4	25	0.106878
4	26	0.0591057
4	27	0.0271725
4	28	0.0114229
4	29	0.00458408
4	30	0.00673795
4	31	0.0143696
4	32	0.0271725
4	33	0.0423292
4	34	0.0497871
4	35	0.0423292
4	36	0.0271725
4	37	0.0143696
4	38	0.00673795
4	39	0.00293528
4	40	0.00349349
4	41	0.00673795
4	42	0.0114229
4	43	0.0161941
4	44	0.0183156
4	45	0.0161941
4	46	0.0114229
4	47	0.00673795
4	48	0.00349349
4	49	0.00165637
4	50	0.00165637
4	51	0.00293528
4	52	0.00458408
4	53	0.00610273
4	54	0.00673795
4	55	0.00610273
4	56	0.00458408
4	57	0.00293528
4	58	0.00165637
4	59	0.000849326
4	60	0.000738343
4	61	0.00122085
4	62	0.00179176
4	63	0.00228186
4	64	0.00247875
4	65	0.00228186
4	66	0.00179176
4	67	0.00122085
4	68	0.000738343
4	69	0.000405557
4	70	0.000315214
4	71	0.00049262
4	72	0.00068911
4	73	0.000849326
4	74	0.000911882
4	75	0.000849326
4	76	0.00068911
4	77	0.00049262
4	78	0.000315214
4	79	0.000183678
4	80	0.000130482
4	81	0.000194709
4	82	0.00026225
4	83	0.000315214
4	84	0.000335463
4	85	0.000315214
4	86	0.00026225
4	87	0.000194709
4	88	0.000130482
4	89	7.99602e-005
4	90	5.28075e-005
4	91	7.58439e-005
4	92	9.90838e-005
4	93	0.000116761
4	94	0.00012341
4	95	0.000116761
4	96	9.90838e-005
4	97	7.58439e-005
4	98	5.28075e-005
4	99	3.37804e-005
5	5	1
5	6	0.367879
5	7	0.135335
5	8	0.0497871
5	9	0.0183156
5	10	0.00610273
5	11	0.0161941
5	12	0.0423292
5	13	0.106878
5	14	0.243117
5	15	0.367879
5	16	0.243117
5	17	0.106878
5	18	0.0423292
5	19	0.0161941
5	20	0.00458408
5	21	0.0114229
5	22	0.0271725
5	23	0.0591057
5	24	0.106878
5	25	0.135335
5	26	0.106878
5	27	0.0591057
5	28	0.0271725
5	29	0.0114229
5	30	0.00293528
5	31	0.00673795
5	32	0.0143696
5	33	0.0271725
5	34	0.0423292
5	35	0.0497871
5	36	0.0423292
5	37	0.0271725
5	38	0.0143696
5	39	0.00673795
5	40	0.00165637
5	41	0.00349349
5	42	0.00673795
5	43	0.0114229
5	44	0.0161941
5	45	0.0183156
5	46	0.0161941
5	47	0.0114229
5	48	0.00673795
5	49	0.00349349
5	50	0.000849326
5	51	0.00165637
5	52	0.00293528
5	53	0.00458408
5	54	0.00610273
5	55	0.00673795
5	56	0.00610273
5	57	0.00458408
5	58	0.00293528
5	59	0.00165637
5	60	0.000405557
5	61	0.000738343
5	62	0.00122085
5	63	0.00179176
5	64	0.00228186
5	65	0.00247875
5	66	0.00228186
5	67	0.00179176
5	68	0.00122085
5	69	0.000738343
5	70	0.000183678
5	71	0.000315214
5	72	0.00049262
5	73	0.00068911
5	74	0.000849326
5	75	0.000911882
5	76	0.000849326
5	77	0.00068911
5	78	0.00049262
5	79	0.000315214
5	80	7.99602e-005
5	81	0.000130482
5	82	0.000194709
5	83	0.00026225
5	84	0.000315214
5	85	0.000335463
5	86	0.000315214
5	87	0.00026225
5	88	0.000194709
5	89	0.000130482
5	90	3.37804e-005
5	91	5.28075e-005
5	92	7.58439e-005
5	93	9.90838e-005
5	94	0.000116761
5	95	0.00012341
5	96	0.000116761
5	97	9.90838e-005
5	98	7.58439e-005
5	99	5.28075e-005
6	6	1
6	7	0.367879
6	8	0.135335
6	9	0.0497871
6	10	0.00228186
6	11	0.00610273
6	12	0.0161941
6	13	0.0423292
6	14	0.106878
6	15	0.243117
6	16	0.367879
6	17	0.243117
6	18	0.106878
6	19	0.0423292
6	20	0.00179176
6	21	0.00458408
6	22	0.0114229
6	23	0.0271725
6	24	0.0591057
6	25	0.106878
6	26	0.135335
6	27	0.106878
6	28	0.0591057
6	29	0.0271725
6	30	0.00122085
6	31	0.00293528
6	32	0.00673795
6	33	0.0143696
6	34	0.0271725
6	35	0.0423292
6	36	0.0497871
6	37	0.0423292
6	38	0.0271725
6	39	0.0143696
6	40	0.000738343
6	41	0.00165637
6	42	0.00349349
6	43	0.00673795
6	44	0.0114229
6	45	0.0161941
6	46	0.0183156
6	47	0.0161941
6	48	0.0114229
6	49	0.00673795
6	50	0.000405557
6	51	0.000849326
6	52	0.00165637
6	53	0.00293528
6	54	0.00458408
6	55	0.00610273
6	56	0.00673795
6	57	0.00610273
6	58	0.00458408
6	59	0.00293528
6	60	0.000206485
6	61	0.000405557
6	62	0.000738343
6	63	0.00122085
6	64	0.00179176
6	65	0.00228186
6	66	0.00247875
6	67	0.00228186
6	68	0.00179176
6	69	0.00122085
6	70	9.90838e-005
6	71	0.000183678
6	72	0.000315214
6	73	0.00049262
6	74	0.00068911
6	75	0.000849326
6	76	0.000911882
6	77	0.000849326
6	78	0.00068911
6	79	0.00049262
6	80	4.53999e-005
6	81	7.99602e-005
6	82	0.000130482
6	83	0.000194709
6	84	0.00026225
6	85	0.000315214
6	86	0.000335463
6	87	0.000315214
6	88	0.00026225
6	89	0.000194709
6	90	2.00626e-005
6	91	3.37804e-005
6	92	5.28075e-005
6	93	7.58439e-005
6	94	9.90838e-005
6	95	0.000116761
6	96	0.00012341
6	97	0.000116761
6	98	9.90838e-005
6	99	7.58439e-005
7	7	1
7	8	0.367879
7	9	0.135335
7	10	0.000849326
7	11	0.00228186
7	12	0.00610273
7	13	0.0161941
7	14	0.0423292
7	15	0.106878
7	16	0.243117
7	17	0.367879
7	18	0.243117
7	19	0.106878
7	20	0.00068911
7	21	0.00179176
7	22	0.00458408
7	23	0.0114229
7	24	0.0271725
7	25	0.0591057
7	26	0.106878
7	27	0.135335
7	28	0.106878
7	29	0.0591057
7	30	0.00049262
7	31	0.00122085
7	32	0.00293528
7	33	0.00673795
7	34	0.0143696
7	35	0.0271725
7	36	0.0423292
7	37	0.0497871
7	38	0.0423292
7	39	0.0271725
7	40	0.000315214
7	41	0.000738343
7	42	0.00165637
7	43	0.00349349
7	44	0.00673795
7	45	0.0114229
7	46	0.0161941
7	47	0.0183156
7	48	0.0161941
7	49	0.0114229
7	50	0.000183678
7	51	0.000405557
7	52	0.000849326
7	53	0.00165637
7	54	0.00293528
7	55	0.00458408
7	56	0.00610273
7	57	0.00673795
7	58	0.00610273
7	59	0.00458408
7	60	9.90838e-005
7	61	0.000206485
7	62	0.000405557
7	63	0.000738343
7	64	0.00122085
7	65	0.00179176
7	66	0.00228186
7	67	0.00247875
7	68	0.00228186
7	69	0.00179176
7	70	5.02e-005
7	71	9.90838e-005
7	72	0.000183678
7	73	0.000315214
7	74	0.00049262
7	75	0.00068911
7	76	0.000849326
7	77	0.000911882
7	78	0.000849326
7	79	0.00068911
7	80	2.41761e-005
7	81	4.53999e-005
7	82	7.99602e-005
7	83	0.000130482
7	84	0.000194709
7	85	0.00026225
7	86	0.000315214
7	87	0.000335463
7	88	0.000315214
7	89	0.00026225
7	90	1.11759e-005
7	91	2.00626e-005
7	92	3.37804e-005
7	93	5.28075e-005
7	94	7.58439e-005
7	95	9.90838e-005
7	96	0.000116761
7	97	0.00012341
7	98	0.000116761
7	99	9.90838e-005
8	8	1
8	9	0.367879
8	10	0.000315214
8	11	0.000849326
8	12	0.00228186
8	13	0.00610273
8	14	0.0161941
8	15	0.0423292
8	16	0.106878
8	17	0.243117
8	18	0.367879
8	19	0.243117
8	20	0.00026225
8	21	0.00068911
8	22	0.00179176
8	23	0.00458408
8	24	0.0114229
8	25	0.0271725
8	26	0.0591057
8	27	0.106878
8	28	0.135335
8	29	0.106878
8	30	0.000194709
8	31	0.00049262
8	32	0.00122085
8	33	0.00293528
8	34	0.00673795
8	35	0.0143696
8	36	0.0271725
8	37	0.0423292
8	38	0.0497871
8	39	0.0423292
8	40	0.000130482
8	41	0.000315214
8	42	0.000738343
8	43	0.00165637
8	44	0.00349349
8	45	0.00673795
8	46	0.0114229
8	47	0.0161941
8	48	0.0183156
8	49	0.0161941
8	50	7.99602e-005
8	51	0.000183678
8	52	0.000405557
8	53	0.000849326
8	54	0.00165637
8	55	0.00293528
8	56	0.00458408
8	57	0.00610273
8	58	0.00673795
8	59	0.00610273
8	60	4.53999e-005
8	61	9.90838e-005
8	62	0.000206485
8	63	0.000405557
8	64	0.000738343
8	65	0.00122085
8	66	0.00179176
8	67	0.00228186
8	68	0.00247875
8	69	0.00228186
8	70	2.41761e-005
8	71	5.02e-005
8	72	9.90838e-005
8	73	0.000183678
8	74	0.000315214
8	75	0.00049262
8	76	0.00068911
8	77	0.000849326
8	78	0.000911882
8	79	0.000849326
8	80	1.22045e-005
8	81	2.41761e-005
8	82	4.53999e-005
8	83	7.99602e-005
8	84	0.000130482
8	85	0.000194709
8	86	0.00026225
8	87	0.000315214
8	88	0.000335463
8	89	0.000315214
8	90	5.89389e-006
8	91	1.11759e-005
8	92	2.00626e-005
8	93	3.37804e-005
8	94	5.28075e-005
8	95	7.58439e-005
8	96	9.90838e-005
8	97	0.000116761
8	98	0.00012341
8	99	0.000116761
9	9	1
9	10	0.000116761
9	11	0.000315214
9	12	0.000849326
9	13	0.00228186
9	14	0.00610273
9	15	0.0161941
9	16	0.0423292
9	17	0.106878
9	18	0.243117
9	19	0.367879
9	20	9.90838e-005
9	21	0.00026225
9	22	0.00068911
9	23	0.00179176
9	24	0.00458408
9	25	0.0114229
9	26	0.0271725
9	27	0.0591057
9	28	0.106878
9	29	0.135335
9	30	7.58439e-005
9	31	0.000194709
9	32	0.00049262
9	33	0.00122085
9	34	0.00293528
9	35	0.00673795
9	36	0.0143696
9	37	0.0271725
9	38	0.0423292
9	39	0.0497871
9	40	5.28075e-005
9	41	0.000130482
9	42	0.000315214
9	43	0.000738343
9	44	0.00165637
9	45	0.00349349
9	46	0.00673795
9	47	0.0114229
9	48	0.0161941
9	49	0.0183156
9	50	3.37804e-005
9	51	7.99602e-005
9	52	0.000183678
9	53	0.000405557
9	54	0.000849326
9	55	0.00165637
9	56	0.00293528
9	57	0.00458408
9	58	0.00610273
9	59	0.00673795
9	60	2.00626e-005
9	61	4.53999e-005
9	62	9.90838e-005
9	63	0.000206485
9	64	0.000405557
9	65	0.000738343
9	66	0.00122085
9	67	0.00179176
9	68	0.00228186
9	69	0.00247875
9	70	1.11759e-005
9	71	2.41761e-005
9	72	5.02e-005
9	73	9.90838e-005
9	74	0.000183678
9	75	0.000315214
9	76	0.00049262
9	77	0.00068911
9	78	0.000849326
9	79	0.000911882
9	80	5.89389e-006
9	81	1.22045e-005
9	82	2.41761e-005
9	83	4.53999e-005
9	84	7.99602e-005
9	85	0.000130482
9	86	0.000194709
9	87	0.00026225
9	88	0.000315214
9	89	0.000335463
9	90	2.96711e-006
9	91	5.89389e-006
9	92	1.11759e-005
9	93	2.00626e-005
9	94	3.37804e-005
9	95	5.28075e-005
9	96	7.58439e-005
9	97	9.90838e-005
9	98	0.000116761
9	99	0.00012341
10	10	1
10	11	0.367879
10	12	0.135335
10	13	0.0497871
10	14	0.0183156
10	15	0.00673795
10	16	0.00247875
10	17	0.000911882
10	18	0.000335463
10	19	0.00012341
10	20	0.367879
10	21	0.243117
10	22	0.106878
10	23	0.0423292
10	24	0.0161941
10	25	0.00610273
10	26	0.00228186
10	27	0.000849326
10	28	0.000315214
10	29	0.000116761
10	30	0.135335
10	31	0.106878
10	32	0.0591057
10	33	0.0271725
10	34	0.0114229
10	35	0.00458408
10	36	0.00179176
10	37	0.00068911
10	38	0.00026225
10	39	9.90838e-005
10	40	0.0497871
10	41	0.0423292
10	42	0.0271725
10	43	0.0143696
10	44	0.00673795
10	45	0.00293528
10	46	0.00122085
10	47	0.00049262
10	48	0.000194709
10	49	7.58439e-005
10	50	0.0183156
10	51	0.0161941
10	52	0.0114229
10	53	0.00673795
10	54	0.00349349
10	55	0.00165637
10	56	0.000738343
10	57	0.000315214
10	58	0.000130482
10	59	5.28075e-005
10	60	0.00673795
10	61	0.00610273
10	62	0.00458408
10	63	0.00293528
10	64	0.00165637
10	65	0.000849326
10	66	0.000405557
10	67	0.000183678
10	68	7.99602e-005
10	69	3.37804e-005
10	70	0.00247875
10	71	0.00228186
10	72	0.00179176
10	73	0.00122085
10	74	0.000738343
10	75	0.000405557
10	76	0.000206485
10	77	9.90838e-005
10	78	4.53999e-005
10	79	2.00626e-005
10	80	0.000911882
10	81	0.000849326
10	82	0.00068911
10	83	0.00049262
10	84	0.000315214
10	85	0.000183678
10	86	9.90838e-005
10	87	5.02e-005
10	88	2.41761e-005
10	89	1.11759e-005
10	90	0.000335463
10	91	0.000315214
10	92	0.00026225
10	93	0.000194709
10	94	0.000130482
10	95	7.99602e-005
10	96	4.53999e-005
10	97	2.41761e-005
10	98	1.22045e-005
10	99	5.89389e-006
11	11	1
11	12	0.367879
11	13	0.135335
11	14	0.0497871
11	15	0.0183156
11	16	0.00673795
11	17	0.00247875
11	18	0.000911882
11	19	0.000335463
11	20	0.243117
11	21	0.367879
11	22	0.243117
11	23	0.106878
11	24	0.0423292
11	25	0.0161941
11	26	0.00610273
11	27	0.00228186
11	28	0.000849326
11	29	0.000315214
11	30	0.106878
11	31	0.135335
11	32	0.106878
11	33	0.0591057
11	34	0.0271725
11	35	0.0114229
11	36	0.00458408
11	37	0.00179176
11	38	0.00068911
11	39	0.00026225
11	40	0.0423292
11	41	0.0497871
11	42	0.0423292
11	43	0.0271725
11	44	0.0143696
11	45	0.00673795
11	46	0.00293528
11	47	0.00122085
11	48	0.00049262
11	49	0.000194709
11	50	0.0161941
11	51	0.0183156
11	52	0.0161941
11	53	0.0114229
11	54	0.00673795
11	55	0.00349349
11	56	0.00165637
11	57	0.000738343
11	58	0.000315214
11	59	0.000130482
11	60	0.00610273
11	61	0.00673795
11	62	0.00610273
11	63	0.00458408
11	64	0.00293528
11	65	0.00165637
11	66	0.000849326
11	67	0.000405557
11	68	0.000183678
11	69	7.99602e-005
11	70	0.00228186
11	71	0.00247875
11	72	0.00228186
11	73	0.00179176
11	74	0.00122085
11	75	0.000738343
11	76	0.000405557
11	77	0.000206485
11	78	9.90838e-005
11	79	4.53999e-005
11	80	0.000849326
11	81	0.000911882
11	82	0.000849326
11	83	0.00068911
11	84	0.00049262
11	85	0.000315214
11	86	0.000183678
11	87	9.90838e-005
11	88	5.02e-005
11	89	2.41761e-005
11	90	0.000315214
11	91	0.000335463
11	92	0.000315214
11	93	0.00026225
11	94	0.000194709
11	95	0.000130482
11	96	7.99602e-005
11	97	4.53999e-005
11	98	2.41761e-005
11	99	1.22045e-005
12	12	1
12	13	0.367879
12	14	0.135335
12	15	0.0497871
12	16	0.0183156
12	17	0.00673795
12	18	0.00247875
12	19	0.000911882
12	20	0.106878
12	21	0.243117
12	22	0.367879
12	23	0.243117
12	24	0.106878
12	25	0.0423292
12	26	0.0161941
12	27	0.00610273
12	28	0.00228186
12	29	0.000849326
12	30	0.0591057
12	31	0.106878
12	32	0.135335
12	33	0.106878
12	34	0.0591057
12	35	0.0271725
12	36	0.0114229
12	37	0.00458408
12	38	0.00179176
12	39	0.00068911
12	40	0.0271725
12	41	0.0423292
12	42	0.0497871
12	43	0.0423292
12	44	0.0271725
12	45	0.0143696
12	46	0.00673795
12	47	0.00293528
12	48	0.00122085
12	49	0.00049262
12	50	0.0114229
12	51	0.0161941
12	52	0.0183156
12	53	0.0161941
12	54	0.0114229
12	55	0.00673795
12	56	0.00349349
12	57	0.00165637
12	58	0.000738343
12	59	0.000315214
12	60	0.00458408
12	61	0.00610273
12	62	0.00673795
12	63	0.00610273
12	64	0.00458408
12	65	0.00293528
12	66	0.00165637
12	67	0.000849326
12	68	0.000405557
12	69	0.000183678
12	70	0.00179176
12	71	0.00228186
12	72	0.00247875
12	73	0.00228186
12	74	0.00179176
12	75	0.00122085
12	76	0.000738343
12	77	0.000405557
12	78	0.000206485
12	79	9.90838e-005
12	80	0.00068911
12	81	0.000849326
12	82	0.000911882
12	83	0.000849326
12	84	0.00068911
12	85	0.00049262
12	86	0.000315214
12	87	0.000183678
12	88	9.90838e-005
12	89	5.02e-005
12	90	0.00026225
12	91	0.000315214
12	92	0.000335463
12	93	0.000315214
12	94	0.00026225
12	95	0.000194709
12	96	0.000130482
12	97	7.99602e-005
12	98	4.53999e-005
12	99	2.41761e-005
13	13	1
13	14	0.367879
13	15	0.135335
13	16	0.0497871
13	17	0.0183156
13	18	0.00673795
13	19	0.00247875
13	20	0.0423292
13	21	0.106878
13	22	0.243117
13	23	0.367879
13	24	0.243117
13	25	0.106878
13	26	0.0423292
13	27	0.0161941
13	28	0.00610273
13	29	0.00228186
13	30	0.0271725
13	31	0.0591057
13	32	0.106878
13	33	0.135335
13	34	0.106878
13	35	0.0591057
13	36	0.0271725
13	37	0.0114229
13	38	0.00458408
13	39	0.00179176
13	40	0.0143696
13	41	0.0271725
13	42	0.0423292
13	43	0.0497871
13	44	0.0423292
13	45	0.0271725
13	46	0.0143696
13	47	0.00673795
13	48	0.00293528
13	49	0.00122085
13	50	0.00673795
13	51	0.0114229
13	52	0.0161941
13	53	0.0183156
13	54	0.0161941
13	55	0.0114229
13	56	0.00673795
13	57	0.00349349
13	58	0.00165637
13	59	0.000738343
13	60	0.00293528
13	61	0.00458408
13	62	0.00610273
13	63	0.00673795
13	64	0.00610273
13	65	0.00458408
13	66	0.00293528
13	67	0.00165637
13	68	0.000849326
13	69	0.000405557
13	70	0.00122085
13	71	0.00179176
13	72	0.00228186
13	73	0.00247875
13	74	0.00228186
13	75	0.00179176
13	76	0.00122085
13	77	0.000738343
13	78	0.000405557
13	79	0.000206485
13	80	0.00049262
13	81	0.00068911
13	82	0.000849326
13	83	0.000911882
13	84	0.000849326
13	85	0.00068911
13	86	0.00049262
13	87	0.000315214
13	88	0.000183678
13	89	9.90838e-005
13	90	0.000194709
13	91	0.00026225
13	92	0.000315214
13	93	0.000335463
13	94	0.000315214
13	95	0.00026225
13	96	0.000194709
13	97	0.000130482
13	98	7.99602e-005
13	99	4.53999e-005
14	14	1
14	15	0.367879
14	16	0.135335
14	17	0.0497871
14	18	0.0183156
14	19	0.00673795
14	20	0.0161941
14	21	0.0423292
14	22	0.106878
14	23	0.243117
14	24	0.367879
14	25	0.243117
14	26	0.106878
14	27	0.0423292
14	28	0.0161941
14	29	0.00610273
14	30	0.0114229
14	31	0.0271725
14	32	0.0591057
14	33	0.106878
14	34	0.135335
14	35	0.106878
14	36	0.0591057
14	37	0.0271725
14	38	0.0114229
14	39	0.00458408
14	40	0.00673795
14	41	0.0143696
14	42	0.0271725
14	43	0.0423292
14	44	0.0497871
14	45	0.0423292
14	46	0.0271725
14	47	0.0143696
14	48	0.00673795
14	49	0.00293528
14	50	0.00349349
14	51	0.00673795
14	52	0.0114229
14	53	0.0161941
14	54	0.0183156
14	55	0.0161941
14	56	0.0114229
14	57	0.00673795
14	58	0.00349349
14	59	0.00165637
14	60	0.00165637
14	61	0.00293528
14	62	0.00458408
14	63	0.00610273
14	64	0.00673795
14	65	0.00610273
14	66	0.00458408
14	67	0.00293528
14	68	0.00165637
14	69	0.000849326
14	70	0.000738343
14	71	0.00122085
14	72	0.00179176
14	73	0.00228186
14	74	0.00247875
14	75	0.00228186
14	76	0.00179176
14	77	0.00122085
14	78	0.000738343
14	79	0.000405557
14	80	0.000315214
14	81	0.00049262
14	82	0.00068911
14	83	0.000849326
14	84	0.000911882
14	85	0.000849326
14	86	0.00068911
